Player,School,POS,REC,YDS,AVG,LNG,TD
HaydenHansen,FLA,'TE','7','49','7.0','16','2'
BrennanParachek,MSU,'TE','4','49','12.3','17','0'
ChasePenry,BOIS,'WR','5','48','9.6','18','0'
JaydenUmbarger,NAVY,'WR','6','48','8.0','22','0'
CameronJohnson,WSU,'TE','5','47','9.4','15','0'
JereGetzinger,EMU,'TE','11','47','4.3','9','0'
WyattWilson,AFA,'WR','3','47','15.7','27','0'
PhillippeWesleyII,SDSU,'WR','4','47','11.8','17','0'
CamariWilliams,NAVY,'WR','7','47','6.7','12','1'
StevoKlotz,ISU,'TE','5','47','9.4','24','1'
GarrettOakley,KSU,'TE','4','47','11.8','16','1'
RileyWilliams,MIA,'TE','5','47','9.4','22','1'
TrentWalker,ORST,'WR','2','47','23.5','24','0'
AlexTecza,NAVY,'FB','8','47','5.9','14','0'
BrendenBates,UK,'TE','2','46','23.0','30','0'
KaylonHorton,UNT,'WR','5','46','9.2','13','1'
JalenWhite,GASO,'RB','13','46','3.5','8','1'
JohnnyRichardson,UCF,'RB','12','46','3.8','8','0'
JeremiahHasley,DUKE,'TE','4','46','11.5','21','1'
MalachiRiley,ARIZ,'WR','2','46','23.0','40','0'
CarsonHansen,ISU,'RB','5','46','9.2','16','0'
YamirKnight,JMU,'WR','5','46','9.2','14','0'
TylerHarrell,MIA,'WR','4','45','11.3','14','0'
SoloVaipulu,HAW,'OL','6','45','7.5','23','0'
JarradBaker,UCF,'WR','7','45','6.4','19','0'
JacksonAcker,WIS,'RB','15','45','3.0','8','0'
DeionColzie,ND,'WR','3','45','15.0','25','1'
JordanMosley,MSST,'WR','3','45','15.0','19','1'
RileyNowakowski,WIS,'TE','3','45','15.0','23','0'
OmariKelly,AUB,'WR','2','45','22.5','40','0'
JaviousBond,ECU,'RB','6','45','7.5','19','0'
AddisonOstrenga,IOWA,'TE','6','45','7.5','11','1'
JoquezSmith,TEM,'RB','9','45','5.0','15','1'
KysonBrown,ASU,'RB','8','45','5.6','27','0'
Jai'DenThomas,UNLV,'RB','5','45','9.0','19','0'
MessiahSwinson,ASU,'TE','5','44','8.8','18','0'
SheltonZeonIII,UNLV,'TE','5','44','8.8','12','0'
Ja'QuavionFraziars,FLA,'WR','4','44','11.0','13','0'
DylanDowning,PUR,'RB','5','44','8.8','14','0'
LeshonWilliams,IOWA,'RB','9','44','4.9','25','1'
JoshLifson,LOU,'TE','4','44','11.0','19','0'
AndreDollar,WSU,'TE','3','44','14.7','20','0'
DamariAlston,AUB,'RB','7','44','6.3','11','0'
AntarioBrown,NIU,'RB','10','44','4.4','11','1'
DecorionTemple,CMU,'TE','4','44','11.0','16','0'
JosteinClarke,UTEP,'WR','3','44','14.7','20','1'
DabaFofana,NAVY,'FB','4','44','11.0','17','0'
LJMartin,BYU,'RB','10','44','4.4','13','1'
JacksonHarris,STAN,'WR','1','44','44.0','44','0'
KadariusCalloway,ODU,'RB','7','44','6.3','13','1'
BeauCorrales,TXST,'WR','2','43','21.5','26','0'
HunterSmith,ULM,'RB','5','43','8.6','19','0'
JusticeEllison,WAKE,'RB','9','43','4.8','12','0'
KadenSaunders,PSU,'WR','5','43','8.6','17','1'
JaylonGlover,UTAH,'RB','5','43','8.6','17','0'
RodneyGallagher,WVU,'WR','5','43','8.6','14','0'
ZachHrbacek,SHSU,'RB','7','43','6.1','21','0'
JulienLewis,LT,'WR','2','43','21.5','37','0'
AndrewJacobs,CLT,'WR','4','43','10.8','20','0'
AdamBeale,TOL,'WR','3','42','14.0','22','0'
MarkeseStepp,WKU,'RB','5','42','8.4','23','0'
ReeseWhite,CCU,'RB','5','42','8.4','15','0'
MiyanWilliams,OSU,'RB','4','42','10.5','27','0'
DevinBoddieJr.,WYO,'WR','5','42','8.4','19','0'
ElijahSpencer,MINN,'WR','4','42','10.5','15','1'
BillyDozier,NIU,'WR','3','42','14.0','24','0'
JayRockwell,SHSU,'WR','7','42','6.0','12','1'
MakhiHughes,TULN,'RB','7','42','6.0','12','0'
AyoAdeyi,UNT,'RB','4','42','10.5','15','0'
JaylenAnderson,WVU,'RB','4','42','10.5','10','0'
EmariWhite,UTEP,'WR','2','42','21.0','32','0'
GreysonMorgan,HAW,'TE','7','42','6.0','20','0'
SkylarLoving-Black,SJSU,'TE','4','41','10.3','29','0'
AntaviousWillis,USM,'RB','3','41','13.7','21','0'
ChipTrayanum,OSU,'RB','7','41','5.9','19','0'
RodneyHammondJr.,PITT,'RB','6','41','6.8','15','0'
MavinAnderson,CAL,'WR','2','41','20.5','24','0'
CaseyFilkins,STAN,'RB','6','41','6.8','16','0'
KendallLong,SYR,'WR','3','41','13.7','25','1'
MarkelJohnson,ARMY,'RB','2','41','20.5','26','0'
ChrisCulliver,UNC,'WR','1','41','41.0','41','1'
KenariWilcher,ILL,'WR','4','41','10.3','31','0'
CharlieMangieri,NU,'TE','5','40','8.0','25','1'
GensonHooperPrice,CCU,'WR','1','40','40.0','40','0'
KelleyJoiner,USF,'RB','5','40','8.0','21','0'
DonovanOllie,CIN,'WR','1','40','40.0','40','0'
JalenBerger,MSU,'RB','5','40','8.0','11','0'
ChaunceyMagwood,UCF,'WR','4','40','10.0','18','0'
CalebAnderson,AKR,'WR','6','40','6.7','9','0'
JoshDallas,GASO,'WR','4','40','10.0','15','0'
DanePardridge,NIU,'WR','5','40','8.0','14','1'
KalebJackson,LSU,'RB','5','40','8.0','13','0'
XzaviorKautai,UNT,'TE','6','40','6.7','12','1'
KeldricMoody,LT,'RB','6','40','6.7','10','0'
TyroneTracyJr.,PUR,'RB','13','39','3.0','9','0'
KiaelKelly,BALL,'QB','6','39','6.5','13','0'
MalachiThomas,VT,'RB','5','39','7.8','21','0'
ChrisCarpenter,UTSA,'WR','5','39','7.8','16','0'
JakeMcConnachie,PITT,'WR','1','39','39.0','39','1'
DenzelBoston,WASH,'WR','4','39','9.8','12','0'
BudTolbert,ULM,'WR','4','39','9.8','22','0'
TennelBryant,ARST,'WR','5','39','7.8','20','0'
DavonBooth,USU,'RB','10','39','3.9','9','0'
ZakhariFranklin,MISS,'WR','4','38','9.5','16','1'
JuwaunPrice,SYR,'RB','3','38','12.7','21','0'
IanStewart,TEM,'WR','4','38','9.5','16','0'
CamarWheaton,SMU,'RB','2','38','19.0','25','0'
JohnLeeEldridgeIII,AFA,'RB','5','38','7.6','17','1'
TyreShelton,LT,'RB','7','37','5.3','21','0'
MattAlaimo,CCU,'TE','7','37','5.3','12','0'
KalaniNorris,MTSU,'WR','8','37','4.6','18','1'
DeCarlosBrooks,ASU,'RB','6','37','6.2','11','0'
AntwaneWellsJr.,SC,'WR','3','37','12.3','17','1'
AbuSamaIII,ISU,'RB','5','37','7.4','21','0'
CameronZeidler,NEV,'TE','3','37','12.3','21','0'
MarcusVinson,UTEP,'TE','2','37','18.5','29','0'
PearseMigl,UL,'TE','3','36','12.0','24','0'
AidanRobbins,BYU,'RB','6','36','6.0','12','0'
JabariSmall,TENN,'RB','6','36','6.0','14','0'
KeilanRobinson,TEX,'RB','6','36','6.0','16','0'
TrentWhittemore,UCF,'WR','3','36','12.0','25','0'
EthanHall,TLSA,'TE','6','36','6.0','21','0'
WinstonWrightJr.,FSU,'WR','4','36','9.0','18','0'
MikiSuguturaga,UTAH,'TE','3','36','12.0','17','0'
AndreJohnson,ASU,'WR','4','36','9.0','20','0'
MaxBalthazar,CCU,'RB','7','36','5.1','12','0'
IsaiahJohnson,UNT,'RB','9','36','4.0','15','0'
ReggieLoveIII,ILL,'RB','6','36','6.0','11','0'
AnthonyBrown-Stephens,UK,'WR','4','36','9.0','20','1'
RayRayJoseph,MIA,'WR','6','36','6.0','19','0'
RahsulFaison,USU,'RB','7','36','5.1','26','0'
RyanMontgomery,CIN,'RB','3','35','11.7','25','0'
JamMiller,ALA,'RB','1','35','35.0','35','0'
GavinSawchuk,OU,'RB','7','35','5.0','9','0'
AustinHenderson,LIB,'TE','5','35','7.0','16','1'
TraceBruckler,UNM,'TE','4','35','8.8','25','0'
BrodyDalton,TROY,'TE','2','35','17.5','27','0'
DemondClaiborne,WAKE,'RB','3','35','11.7','22','0'
DawsonMenegatti,CSU,'WR','4','35','8.8','17','0'
ZacharyCard,ORST,'WR','5','35','7.0','14','0'
KeyshawnWoodyard,USA,'WR','2','34','17.0','21','0'
HarrisonWaylee,WYO,'RB','5','34','6.8','12','0'
CamDavis,SDSU,'RB','11','34','3.1','16','0'
TyHahn,NEB,'WR','3','34','11.3','21','0'
TysonRiley,ARMY,'RB','4','34','8.5','22','2'
ShomariLawrence,FIU,'RB','6','34','5.7','17','0'
KhalilDinkins,PSU,'TE','3','34','11.3','16','2'
RonTiavaasue,NMSU,'TE','2','34','17.0','28','0'
MarlonGunnJr.,ECU,'RB','5','34','6.8','13','0'
ReggieVirgil,M-OH,'WR','1','34','34.0','34','1'
CaydenLee,MISS,'WR','1','34','34.0','34','1'
MattByrnes,HOU,'TE','4','34','8.5','18','0'
JoshuaFleeks,NEB,'WR','5','33','6.6','23','0'
BritishBrooks,UNC,'RB','8','33','4.1','12','0'
ZionCarter,BUFF,'TE','4','33','8.3','15','0'
AustinBolt,BOIS,'WR','1','33','33.0','33','0'
QuintonCooley,LIB,'RB','4','33','8.3','16','0'
KonnerFox,TXST,'TE','5','33','6.6','21','1'
KentronPoitier,FSU,'WR','1','33','33.0','33','0'
LVBunkley-Shelton,OU,'WR','3','33','11.0','16','0'
DarriusClemons,MICH,'WR','3','33','11.0','19','0'
PeterKikwata,GAST,'WR','3','33','11.0','21','0'
ChristianLee,UNT,'TE','3','33','11.0','34','0'
AlexBroome,BC,'RB','4','33','8.3','20','1'
JordanMcDonald,UCF,'RB','1','33','33.0','33','0'
EthanDavis,TENN,'TE','2','33','16.5','19','0'
KendrickRaphael,NCSU,'RB','4','33','8.3','14','0'
QuintonJackson,RICE,'RB','6','33','5.5','9','0'
JamoniJones,NMSU,'RB','3','33','11.0','17','0'
AsaMartin,TROY,'RB','4','32','8.0','20','0'
ChrisScott,CIN,'WR','1','32','32.0','32','0'
MattSykes,RICE,'WR','1','32','32.0','32','0'
KobeJohnson,CSU,'RB','4','32','8.0','13','0'
ShaleakKnotts,MD,'WR','4','32','8.0','16','0'
CalvinJohnsonII,NU,'WR','4','32','8.0','11','0'
TuckerHolloway,VT,'WR','4','32','8.0','15','0'
VandreviusJacobs,FSU,'WR','2','32','16.0','19','1'
NehemiahMartinezI,TTU,'WR','2','32','16.0','31','0'
FredrickMoore,MICH,'WR','4','32','8.0','10','0'
ParkerJenkins,HOU,'RB','10','32','3.2','12','0'
MicahRiley,AUB,'TE','1','32','32.0','32','1'
CodyHoward,NAVY,'WR','1','32','32.0','32','0'
VinceBrownII,CSU,'TE','4','32','8.0','11','0'
BryceWilliams,MINN,'RB','4','31','7.8','15','0'
BillyLucas,LIB,'RB','2','31','15.5','16','0'
LJJohnsonJr.,SMU,'RB','4','31','7.8','16','0'
RahjaiHarris,ECU,'RB','6','31','5.2','11','1'
ObieSanni,ODU,'RB','4','31','7.8','13','0'
PaytonMangrum,SC,'WR','2','31','15.5','19','0'
TanakaScott,KU,'WR','3','31','10.3','21','0'
JaydenLimar,ORE,'RB','6','31','5.2','11','0'
DeAndreBuchannon,GASO,'WR','4','31','7.8','10','0'
KDDorsey,GASO,'WR','5','31','6.2','11','0'
JekailMiddlebrook,MTSU,'RB','4','31','7.8','21','0'
MarquisMontgomery,CAL,'WR','3','31','10.3','13','0'
JacquezStuart,TOL,'RB','5','30','6.0','18','0'
Ja'CoreyBrooks,ALA,'WR','3','30','10.0','25','0'
CharlieGordinier,BC,'TE','1','30','30.0','30','0'
JoshMcCray,ILL,'RB','6','30','5.0','10','0'
BlakeSmith,OU,'TE','2','30','15.0','28','1'
JabariBates,SJSU,'RB','8','30','3.8','12','0'
JaydenYork,TTU,'TE','3','30','10.0','19','1'
JeremiahCobb,AUB,'RB','5','30','6.0','11','2'
RashidWilliams,WASH,'WR','2','30','15.0','18','0'
JakeBoust,FRES,'TE','4','30','7.5','12','1'
KadeZimmerman,UNM,'WR','1','30','30.0','30','0'
DonovanFaupel,NMSU,'WR','2','30','15.0','15','0'
ThomasPannunzio,CMU,'WR','6','29','4.8','6','0'
LatrelePalmer,JMU,'RB','3','29','9.7','13','0'
BralonBrown,MISS,'WR','1','29','29.0','29','0'
AnthonyWatkins,TLSA,'RB','5','29','5.8','10','0'
EliSanders,ISU,'RB','4','29','7.3','11','0'
SamuelBrownV,RUTG,'RB','2','29','14.5','27','0'
JacksonSumlin,FAU,'TE','4','29','7.3','11','0'
WyattSullivan,FAU,'TE','5','29','5.8','12','0'
PearceSpurlinIII,UGA,'TE','2','29','14.5','25','0'
JoshSapp,CLEM,'TE','2','29','14.5','25','1'
AydenGreene,VT,'WR','3','29','9.7','12','0'
HaydenReed,ARMY,'RB','4','29','7.3','10','0'
ShadrickByrd,CLT,'RB','7','28','4.0','19','0'
JalenMitchell,CONN,'RB','3','28','9.3','14','0'
ChrisLong,RUTG,'WR','2','28','14.0','19','0'
LeviGazarek,BGSU,'TE','5','28','5.6','15','0'
CalvinHill,TXST,'RB','4','28','7.0','8','0'
JakeOrlando,BUFF,'TE','4','28','7.0','13','0'
BillJackson,TLSA,'RB','5','28','5.6','10','0'
CarterCampbell,SMU,'WR','2','28','14.0','18','0'
Ja'KobiLane,USC,'WR','3','28','9.3','12','0'
ChaseGillespie,VAN,'RB','5','28','5.6','13','0'
JordanMcCants,JVST,'WR','1','28','28.0','28','0'
ColeTurner,CLEM,'WR','3','28','9.3','11','0'
IsaiahWoullard,ULM,'RB','8','27','3.4','19','1'
MikeHollins,UVA,'RB','8','27','3.4','8','1'
TerionStewart,BGSU,'RB','1','27','27.0','27','0'
JayRudolph,SDSU,'TE','4','27','6.8','14','0'
K'WanPowell,USF,'RB','5','27','5.4','12','0'
AllanHouston,LOU,'WR','3','27','9.0','17','0'
DeionHankins,UTEP,'RB','5','27','5.4','11','0'
Var'KeyesGumms,ARK,'TE','2','27','13.5','25','0'
Cam'RonValdez,TTU,'RB','3','27','9.0','15','0'
TrentBattle,TCU,'RB','3','27','9.0','12','0'
MasonFakahua,BYU,'TE','6','27','4.5','11','0'
AndreasPaaske,EMU,'TE','2','27','13.5','21','0'
De'AndreColeman,CCU,'WR','1','27','27.0','27','1'
RicoWalker,MD,'TE','4','27','6.8','16','0'
RobbyWashington,MIA,'WR','2','27','13.5','18','0'
MatthewMcCallister,LT,'WR','2','27','13.5','17','0'
AndrewHenry,UNM,'RB','3','27','9.0','11','0'
CalebKomolafe,NU,'RB','4','27','6.8','14','1'
CharvisThornton,LT,'RB','6','26','4.3','10','1'
HenryParrishJr.,MIA,'RB','8','26','3.3','12','0'
VonSwinton,EMU,'WR','4','26','6.5','13','0'
JacobHopper,USA,'TE','2','26','13.0','14','0'
BryanRobinson,MRSH,'WR','4','26','6.5','12','0'
MikeWashington,BUFF,'RB','10','26','2.6','10','0'
RobbieOuzts,ALA,'TE','2','26','13.0','21','0'
EmmettJohnson,NEB,'RB','3','26','8.7','13','0'
MarkFletcherJr.,MIA,'RB','5','26','5.2','10','0'
TimGans,NMSU,'RB','2','26','13.0','14','0'
TylanHines,HAW,'RB','7','26','3.7','18','0'
DavidAmador,UTSA,'WR','5','26','5.2','9','0'
TrippRiordan,SMU,'TE','1','26','26.0','26','0'
KadeMcIntyre,OU,'TE','1','26','26.0','26','0'
SeanBrown,CLT,'WR','2','26','13.0','19','0'
BrannonSpector,CLEM,'WR','4','25','6.3','11','0'
BeauJohnson,GASO,'TE','3','25','8.3','16','0'
TylerMoore,ISU,'TE','4','25','6.3','14','1'
BrandenAlvarez,SJSU,'WR','2','25','12.5','19','1'
TylerBrennan,ARMY,'WR','1','25','25.0','25','0'
BrockSpalding,ECU,'WR','3','25','8.3','11','0'
AidanMizell,FLA,'WR','2','25','12.5','16','0'
VaughnBlue,LIB,'RB','3','25','8.3','12','1'
JavoniGardere,UTEP,'WR','1','25','25.0','25','1'
ChristianEarls,UNLV,'TE','2','25','12.5','14','0'
J.T.Shrout,ARST,'QB','1','24','24.0','24','0'
TyneilHopper,MSU,'TE','2','24','12.0','13','1'
LeeWitherspoon,UAB,'RB','4','24','6.0','12','0'
KyiWright,JMU,'TE','3','24','8.0','11','0'
JaysonJones,JVST,'WR','2','24','12.0','18','0'
TamatoaMokiao-Atimalala,HAW,'WR','4','24','6.0','9','0'
KoyMoore,AUB,'WR','3','24','8.0','13','0'
JontavisRobertson,DUKE,'WR','3','24','8.0','11','0'
AidanLaughery,ILL,'RB','2','24','12.0','12','0'
TreSpivey,KSU,'WR','1','24','24.0','24','0'
KejuanBullardJr.,SJSU,'WR','1','24','24.0','24','0'
NickPresley,BALL,'WR','4','24','6.0','9','0'
ClaySwinney,CLEM,'WR','1','24','24.0','24','0'
JaysonLittlejohn,USF,'TE','6','24','4.0','6','2'
JaivianThomas,CAL,'RB','3','24','8.0','13','1'
MikeFranklin,UTEP,'RB','3','24','8.0','11','0'
TavionSmith,UL,'WR','2','24','12.0','21','1'
SethPorter,KSU,'WR','2','23','11.5','16','1'
JackColdiron,M-OH,'TE','1','23','23.0','23','0'
NikOgnenovic,AKR,'TE','2','23','11.5','18','0'
CaziahHolmes,FSU,'RB','2','23','11.5','16','1'
Nay'QuanWright,USF,'RB','7','23','3.3','12','0'
KyleMonangai,RUTG,'RB','2','23','11.5','20','0'
JovantaeBarnes,OU,'RB','5','23','4.6','11','0'
KalebBrown,IOWA,'WR','1','23','23.0','23','0'
KeyanBurnett,ARIZ,'TE','2','23','11.5','17','0'
DeuceSpann,FSU,'WR','1','23','23.0','23','0'
AndisonCoby,IU,'WR','3','23','7.7','16','1'
TerronKellman,CLT,'RB','2','23','11.5','19','0'
JoeyBruszer,SMU,'WR','1','23','23.0','23','1'
MaxwellMoss,JMU,'WR','2','23','11.5','13','1'
DTSheffield,WSU,'WR','5','23','4.6','15','0'
JarettGarner,ECU,'WR','4','22','5.5','7','0'
O'ShaanAllison,OHIO,'RB','8','22','2.8','7','0'
DevynFord,ND,'RB','3','22','7.3','12','0'
NickMiles,WYO,'TE','1','22','22.0','22','0'
CameronBonner,BAY,'WR','2','22','11.0','15','0'
TrentHowland,IU,'RB','3','22','7.3','11','0'
EvanLesterJr.,GASO,'TE','2','22','11.0','21','1'
KamrynPerry,IU,'WR','3','22','7.3','9','0'
ConnorWalendzak,TOL,'RB','2','22','11.0','12','0'
LangstonAnderson,TXST,'WR','1','21','21.0','21','0'
TauliaTagovailoa,MD,'QB','1','21','21.0','21','0'
TylerCrowe,BOIS,'RB','3','21','7.0','10','0'
BrandonHayes,USM,'WR','2','21','10.5','17','0'
PeterMontini,CSU,'TE','3','21','7.0','11','0'
JamesBurns,CONN,'WR','2','21','10.5','24','0'
JoshuaLingenfelter,ARMY,'TE','1','21','21.0','21','0'
Ja'QuindenJackson,UTAH,'RB','4','21','5.3','11','0'
EarnestCrownover,TA&M,'RB','2','21','10.5','19','2'
RichardReese,BAY,'RB','6','21','3.5','10','0'
AvionMcBride,GAST,'TE','1','21','21.0','21','0'
NickMunson,BALL,'WR','4','21','5.3','10','0'
AnthonyEvansIII,UGA,'WR','3','21','7.0','15','0'
TitusLyons,TXST,'TE','4','21','5.3','7','0'
KenyonSadiq,ORE,'TE','4','21','5.3','9','0'
AJJones,ARIZ,'WR','3','21','7.0','14','0'
JaydenVirgin,BOIS,'DE','1','21','21.0','21','0'
TreySanders,TCU,'RB','5','20','4.0','8','0'
JaxSherrard,SHSU,'TE','4','20','5.0','8','0'
MycahPittman,UTAH,'WR','3','20','6.7','11','0'
GabeErvinJr.,NEB,'RB','2','20','10.0','12','0'
ColinO'Brien,WYO,'TE','2','20','10.0','14','0'
HenryBoyer,ILL,'TE','3','20','6.7','9','0'
TateCarney,WAKE,'RB','1','20','20.0','20','0'
CarteviousNorton,ISU,'RB','3','20','6.7','15','0'
JaidynDoss,NEB,'WR','2','20','10.0','16','0'
DanielBlood,MIZ,'WR','2','20','10.0','16','0'
EzellJolly,UTEP,'RB','1','20','20.0','20','0'
ZeedHaynes,UGA,'WR','1','20','20.0','20','0'
JayHaynes,CLEM,'RB','2','20','10.0','14','1'
TylerBradley,NAVY,'RB','3','20','6.7','9','0'
DesirrioRiles,ECU,'TE','4','20','5.0','14','0'
KalebCarter,UL,'WR','2','19','9.5','11','0'
SherodWhite,UNM,'RB','4','19','4.8','13','0'
ElijahCollins,OKST,'RB','2','19','9.5','18','0'
PatGarwoIII,BC,'RB','4','19','4.8','5','0'
TajiJohnson,BC,'WR','1','19','19.0','19','0'
AshtonStredick,CAL,'RB','3','19','6.3','16','0'
JustinStephens,TOL,'TE','1','19','19.0','19','0'
ZakWallace,ARST,'RB','5','19','3.8','11','0'
AltonMcCaskill,COLO,'RB','2','19','9.5','18','0'
RoydellWilliams,ALA,'RB','8','19','2.4','7','0'
SeanSallis,MRSH,'TE','2','19','9.5','10','1'
CooperFlanagan,ND,'TE','1','19','19.0','19','1'
MaxBredeson,MICH,'TE','2','19','9.5','14','0'
DevinRoche,ODU,'RB','4','19','4.8','11','0'
JavorianWimberly,CMU,'WR','2','19','9.5','17','0'
JaziunPatterson,IOWA,'RB','2','19','9.5','18','0'
JalenButler,ODU,'TE','5','19','3.8','9','0'
GeraldGreen,ECU,'RB','4','18','4.5','9','0'
Ze'VianCapers,WKU,'WR','3','18','6.0','14','0'
HudsonWolfe,MISS,'TE','1','18','18.0','18','0'
TrentonBourguet,ASU,'QB','1','18','18.0','18','0'
LouisHansen,CONN,'TE','1','18','18.0','18','0'
DalenCambre,UL,'WR','1','18','18.0','18','0'
CameronHarpole,SDSU,'TE','3','18','6.0','8','0'
RaleekBrown,USC,'WR','3','18','6.0','14','0'
JonathanDavidson,BAY,'WR','1','18','18.0','18','0'
JaysonRaines,STAN,'WR','2','18','9.0','11','0'
CharlesCrawfordIII,SHSU,'RB','1','18','18.0','18','0'
TreyaunWebb,FLA,'RB','4','18','4.5','12','0'
DavisSherwood,ND,'TE','2','18','9.0','10','1'
JordanFord,TLSA,'RB','7','18','2.6','10','0'
RyanManning,MD,'WR','2','18','9.0','11','0'
PeterClarke,TEM,'TE','2','18','9.0','16','1'
JymetreHester,FAU,'WR','4','18','4.5','12','0'
PJMartin,USA,'RB','1','18','18.0','18','0'
EverettHunter,UNM,'TE','2','18','9.0','16','0'
WyattMcClour,UNM,'TE','1','18','18.0','18','0'
MalcolmEpps,PITT,'TE','4','17','4.3','12','0'
DrewPyne,ASU,'QB','1','17','17.0','17','0'
KejonOwens,FIU,'RB','3','17','5.7','10','0'
DanDishman,UTSA,'TE','1','17','17.0','17','0'
HampGreene,CLEM,'WR','2','17','8.5','12','0'
DemarcusJonesII,NCSU,'RB','1','17','17.0','17','0'
KrisByrd,GAST,'TE','2','17','8.5','9','0'
AntwanRoberts,MRSH,'RB','1','17','17.0','17','0'
GunnarGreenwald,USF,'TE','4','17','4.3','8','1'
JustinKimber,ULM,'WR','2','17','8.5','15','0'
